"","id","heduc","heblack","interracial","years","div"
"57",237,"12-15 years",1,0,18.16,0
"58",245,"12-15 years",0,0,18.018,0
"59",254,"12-15 years",0,0,13.667,1
"60",258,"12-15 years",0,0,3.584,1
"61",264,"< 12 years",0,0,2.502,1
"62",268,"16+ years",0,0,14.7135,1
"63",271,"< 12 years",0,0,35.932,0
"64",275,"16+ years",0,0,13.864,0
"65",280,"12-15 years",0,0,25.8015,1
"66",287,"< 12 years",0,0,14.3495,1
"67",289,"< 12 years",0,0,57.506,0
"68",293,"12-15 years",0,0,7.915,1
"69",295,"< 12 years",0,0,7.162,0
"70",298,"16+ years",0,0,41.971,0
"71",300,"16+ years",0,0,12.991,0
"72",302,"12-15 years",0,0,18.3355,1
"73",305,"12-15 years",0,0,18.809,0
"74",310,"< 12 years",0,0,1.864,0
"75",312,"12-15 years",0,0,53.084,0
"76",315,"12-15 years",0,0,17.2895,1
"77",320,"12-15 years",0,0,32.167,1
"78",325,"12-15 years",0,0,18.338,0
"79",329,"12-15 years",0,0,23.469,0
"80",331,"16+ years",0,0,34.762,0
"81",333,"12-15 years",0,0,4.4325,1
"82",336,"12-15 years",0,0,19.081,0
"83",339,"< 12 years",0,0,35.8465,1
"84",341,"12-15 years",0,0,7.247,1
"85",342,"12-15 years",0,0,28.151,0
"86",344,"12-15 years",0,0,15.9975,1
"87",346,"< 12 years",0,0,2.2125,1
"88",350,"16+ years",0,0,8.789,0
"89",351,"16+ years",0,0,8.789,0
"90",353,"16+ years",0,0,17.999,0
"91",357,"16+ years",0,0,14.084,0
"92",362,"< 12 years",0,0,27.009,0
"93",364,"< 12 years",1,0,42.313,0
"94",370,"< 12 years",0,0,9.002,0
"95",372,"< 12 years",0,0,35.001,0
"96",375,"< 12 years",0,0,35.001,0
"97",377,"< 12 years",0,0,5.0025,1
"98",385,"12-15 years",0,0,37.248,0
"99",390,"< 12 years",0,0,34.653,0
"100",392,"12-15 years",0,0,16.605,0
"101",394,"< 12 years",0,0,44.841,0
"102",398,"12-15 years",0,0,11.671,0
"103",399,"12-15 years",0,0,20.504,0
"104",405,"16+ years",0,0,6.913,0
"105",408,"< 12 years",0,0,22.404,0
"106",410,"< 12 years",0,0,31.485,0
"107",418,"< 12 years",0,0,3.4965,1
"108",425,"< 12 years",0,0,24,0
"109",427,"< 12 years",0,0,33.851,0
"110",428,"12-15 years",0,0,14.576,0
"111",431,"< 12 years",0,0,2.0015,1
"112",434,"12-15 years",0,0,52.663,0
"113",437,"< 12 years",0,0,2.6095,1
"114",439,"16+ years",0,0,22.719,0
"115",445,"12-15 years",0,0,4.5805,1
"116",447,"< 12 years",0,0,43.751,0
"117",449,"< 12 years",0,0,42.062,0
"118",451,"16+ years",0,0,29.07,0
"119",454,"16+ years",0,0,29.07,0
"120",457,"12-15 years",0,0,56.052,0
"121",462,"12-15 years",0,0,17.081,1
"122",468,"12-15 years",0,0,27.168,0
"123",470,"< 12 years",0,0,6.001,0
"124",475,"12-15 years",0,0,5.919,1
"125",477,"12-15 years",0,0,20,0
"126",479,"16+ years",0,0,10.456,1
"127",485,"< 12 years",0,0,26.971,0
"128",493,"< 12 years",0,0,53.84,0
"129",496,"12-15 years",1,0,11.581,1
"130",502,"16+ years",1,0,22.976,0
"131",504,"< 12 years",0,0,32.999,0
"132",508,"12-15 years",0,0,8.3615,1
"133",510,"12-15 years",0,0,17.084,1
"134",512,"12-15 years",0,0,8.003,0
"135",513,"12-15 years",0,0,3.775,0
"136",520,"12-15 years",0,0,3.565,0
"137",528,"< 12 years",0,0,4.977,0
"138",530,"12-15 years",0,0,5.246,0
"139",537,"12-15 years",0,0,1.257,0
"140",551,"12-15 years",0,0,0.6,0
"141",553,"< 12 years",0,0,40.501,0
"142",559,"12-15 years",0,0,49.002,0
"143",561,"< 12 years",0,0,6.0015,1
"144",566,"12-15 years",0,0,1.878,0
"145",576,"12-15 years",1,0,7.003,0
"146",579,"12-15 years",1,0,7.003,0
"147",581,"16+ years",0,0,41.199,0
"148",584,"12-15 years",0,0,47.546,0
"149",590,"12-15 years",0,0,21.467,0
"150",592,"16+ years",0,0,21.002,1
"151",600,"12-15 years",0,0,21.467,0
"152",602,"< 12 years",0,0,24.832,0
"153",604,"< 12 years",0,0,41.999,0
"154",606,"< 12 years",0,0,16.972,0
"155",607,"12-15 years",1,0,14.867,0
"156",613,"12-15 years",1,0,7.1675,1
"157",615,"< 12 years",1,0,21.498,1
"158",616,"12-15 years",1,0,7.1675,1
"159",620,"12-15 years",0,0,13.421,0
"160",628,"12-15 years",0,0,15.849,0
"161",638,"12-15 years",0,0,19.425,0
"162",676,"16+ years",0,0,9.336,1
"163",684,"16+ years",0,0,10.587,1
"164",686,"< 12 years",0,0,8.668,1
"165",688,"< 12 years",0,0,34.004,0
"166",690,"< 12 years",0,0,31.997,0
"167",693,"12-15 years",0,0,9.5825,1
"168",700,"12-15 years",0,0,48.46,0
"169",702,"12-15 years",0,0,12.527,1
"170",705,"12-15 years",0,0,20.252,0
"171",713,"12-15 years",0,0,5.002,1
"172",716,"16+ years",0,0,4.4955,1
"173",718,"12-15 years",0,0,6.776,1
"174",720,"12-15 years",0,0,12,0
"175",721,"12-15 years",0,0,13.5795,1
"176",725,"12-15 years",0,0,11.291,1
"177",728,"< 12 years",0,0,40.602,0
"178",730,"< 12 years",0,0,54.412,0
"179",734,"12-15 years",0,0,9.563,0
"180",740,"12-15 years",0,0,7.901,0
"181",748,"16+ years",0,0,24.03,0
"182",751,"16+ years",0,0,7.901,0
"183",753,"< 12 years",0,0,43.685,0
"184",756,"< 12 years",0,0,43.685,0
"185",759,"12-15 years",0,0,29.366,0
"186",763,"12-15 years",0,0,2.554,0
"187",769,"12-15 years",0,0,4.668,1
"188",771,"12-15 years",0,0,4.9585,1
"189",774,"12-15 years",0,0,2.554,0
"190",780,"12-15 years",0,0,4.7365,1
"191",786,"12-15 years",0,0,1.624,0
"192",789,"16+ years",0,0,42.919,0
"193",791,"< 12 years",0,0,14.972,1
"194",794,"12-15 years",0,0,3.748,1
"195",798,"12-15 years",0,0,1.106,0
"196",807,"12-15 years",0,0,2.6695,1
"197",809,"< 12 years",0,0,34.998,0
"198",811,"< 12 years",0,0,34.075,1
"199",814,"12-15 years",1,0,20.999,0
"200",818,"< 12 years",0,0,46.979,0
"201",820,"16+ years",0,0,28.775,0
"202",823,"12-15 years",0,0,61.407,0
"203",829,"< 12 years",0,0,2.998,0
"204",831,"16+ years",0,0,22.475,0
"205",840,"16+ years",0,0,10.743,0
"206",842,"< 12 years",0,0,35.335,0
"207",844,"12-15 years",0,0,32.175,0
"208",846,"< 12 years",0,0,38.149,0
"209",852,"12-15 years",0,0,11.2525,1
"210",856,"< 12 years",0,0,1.3335,1
"211",859,"< 12 years",0,0,55.833,0
"212",863,"< 12 years",0,0,41.164,0
"213",868,"< 12 years",0,0,37.06,0
"214",872,"< 12 years",0,0,4.9005,1
"215",875,"12-15 years",0,0,28.738,1
"216",877,"12-15 years",0,0,1.232,1
"217",880,"16+ years",0,0,29.634,0
"218",883,"< 12 years",0,0,13.999,0
"219",885,"12-15 years",0,0,38.324,0
"220",887,"16+ years",0,0,5.541,0
"221",895,"16+ years",0,0,37.268,0
"222",900,"< 12 years",1,0,53.459,0
"223",902,"< 12 years",1,0,30.96,0
"224",904,"< 12 years",0,0,7.001,0
"225",912,"< 12 years",0,0,46.1,0
"226",915,"12-15 years",0,0,54.79,0
"227",917,"16+ years",0,0,30.001,0
"228",919,"16+ years",0,0,36.252,0
"229",926,"< 12 years",1,0,24.999,0
"230",929,"< 12 years",0,0,32,0
"231",931,"< 12 years",0,0,25.999,0
"232",936,"12-15 years",1,0,9.421,1
"233",937,"12-15 years",0,1,8.783,0
"234",940,"12-15 years",0,0,40.252,0
"235",942,"< 12 years",0,0,6.875,1
"236",947,"16+ years",0,0,13.588,1
"237",952,"12-15 years",0,0,21.736,0
"238",957,"12-15 years",0,0,13.057,0
"239",960,"< 12 years",0,0,35.028,0
"240",963,"< 12 years",1,0,24.26,0
"241",964,"< 12 years",1,0,22.015,0
"242",971,"< 12 years",0,0,34.571,0
"243",973,"< 12 years",0,0,22.998,0
"244",976,"16+ years",0,0,46.823,0
"245",979,"12-15 years",0,0,47.17,0
"246",982,"12-15 years",0,0,20.093,0
"247",986,"12-15 years",0,0,12.887,0
"248",987,"12-15 years",0,0,12.887,0
"249",989,"< 12 years",0,0,32.167,0
"250",991,"< 12 years",0,0,52.671,0
"251",996,"16+ years",0,0,20.665,0
"252",1002,"16+ years",0,0,18.76,0
"253",1005,"16+ years",0,0,18.76,0
"254",1008,"12-15 years",0,0,10.587,1
"255",1010,"16+ years",0,0,7.6715,1
"256",1012,"16+ years",0,0,25.073,0
"257",1015,"16+ years",0,0,30.773,0
"258",1021,"< 12 years",0,0,0.879,0
"259",1024,"12-15 years",0,0,1.002,0
"260",1031,"12-15 years",0,0,48.802,0
"261",1053,"12-15 years",0,0,3.669,0
"262",1056,"16+ years",0,0,23.001,0
"263",1060,"< 12 years",0,0,48.413,0
"264",1061,"16+ years",0,0,14.511,0
"265",1063,"< 12 years",0,0,49.916,0
"266",1066,"12-15 years",0,0,60.504,0
"267",1068,"< 12 years",0,0,21.9315,1
"268",1069,"12-15 years",0,0,4.482,0
"269",1074,"< 12 years",0,0,55.581,0
"270",1076,"12-15 years",0,0,42.582,0
"271",1077,"16+ years",0,0,26.604,0
"272",1079,"12-15 years",0,0,36.301,1
"273",1084,"12-15 years",0,0,8,1
"274",1087,"12-15 years",0,0,32.668,0
"275",1089,"< 12 years",0,0,20.999,0
"276",1091,"< 12 years",0,0,57.049,0
"277",1098,"12-15 years",0,0,2.0835,1
"278",1099,"12-15 years",0,0,9.016,0
"279",1101,"< 12 years",0,0,44,0
"280",1110,"< 12 years",0,0,55.496,0
"281",1112,"< 12 years",0,0,61.832,0
"282",1115,"< 12 years",0,0,17.169,1
"283",1121,"< 12 years",0,0,14.7955,1
"284",1127,"12-15 years",0,0,10.6695,1
"285",1131,"12-15 years",0,0,3.31,1
"286",1133,"12-15 years",0,0,7.4345,1
"287",1134,"12-15 years",0,0,18.757,1
"288",1137,"12-15 years",0,0,3.888,0
"289",1139,"16+ years",0,0,21.7465,1
"290",1143,"< 12 years",0,0,3.425,0
"291",1145,"12-15 years",0,0,10.872,1
"292",1149,"12-15 years",0,0,27.97,0
"293",1151,"12-15 years",0,0,14.0125,1
"294",1153,"12-15 years",1,0,21.0045,1
"295",1155,"16+ years",0,0,4.49,0
"296",1160,"12-15 years",0,0,10.653,0
"297",1161,"12-15 years",0,0,10.653,0
"298",1164,"12-15 years",0,0,59.948,0
"299",1166,"16+ years",0,0,9.0105,1
"300",1169,"16+ years",0,0,8.999,1
"301",1172,"< 12 years",0,0,49.35,0
"302",1174,"< 12 years",0,0,56.101,0
"303",1176,"< 12 years",0,0,14.012,0
"304",1178,"< 12 years",0,0,22.982,0
"305",1180,"< 12 years",0,0,44.077,0
"306",1184,"16+ years",0,0,47.88,0
"307",1186,"< 12 years",0,0,10.5955,1
"308",1188,"12-15 years",0,0,4.665,1
"309",1191,"12-15 years",0,0,50.653,0
"310",1197,"12-15 years",0,0,13.029,0
"311",1206,"< 12 years",0,0,57.164,0
"312",1209,"12-15 years",0,0,1.4605,1
"313",1210,"16+ years",0,0,24.747,0
"314",1212,"< 12 years",0,0,51.001,0
"315",1213,"16+ years",0,0,14.198,0
"316",1216,"16+ years",0,0,44.383,0
"317",1218,"< 12 years",0,0,36.205,1
"318",1221,"12-15 years",0,0,47.001,0
"319",1223,"12-15 years",0,0,50.962,0
"320",1226,"12-15 years",0,0,38.42,0
"321",1230,"< 12 years",0,0,23.458,0
"322",1232,"< 12 years",0,0,48.559,0
"323",1236,"12-15 years",0,0,10.9325,1
"324",1238,"< 12 years",0,0,44.063,0
"325",1241,"16+ years",0,0,22.579,0
"326",1253,"< 12 years",0,0,1.251,1
"327",1263,"< 12 years",0,0,16.309,0
"328",1273,"12-15 years",0,0,2.8335,1
"329",1278,"12-15 years",0,0,15.671,0
"330",1282,"16+ years",0,0,11.587,0
"331",1291,"12-15 years",0,0,6.39,1
"332",1292,"12-15 years",0,0,15.6715,1
"333",1295,"12-15 years",1,0,17.7765,1
"334",1297,"< 12 years",1,1,10.6355,1
"335",1300,"< 12 years",1,0,54.505,0
"336",1308,"16+ years",1,0,14.631,0
"337",1317,"12-15 years",1,0,16.057,0
"338",1322,"< 12 years",0,0,19.001,0
"339",1325,"< 12 years",0,0,19.001,0
"340",1329,"12-15 years",0,0,3.165,0
"341",1332,"< 12 years",0,0,24.671,0
"342",1336,"16+ years",0,0,1.1075,1
"343",1339,"< 12 years",0,0,27.499,1
"344",1345,"12-15 years",0,0,17.254,1
"345",1357,"16+ years",0,0,15.003,0
"346",1360,"16+ years",0,0,14.768,0
"347",1362,"12-15 years",0,0,8.6845,1
"348",1366,"< 12 years",0,0,9.0855,1
"349",1367,"12-15 years",0,0,6.0205,1
"350",1369,"12-15 years",0,0,32.706,0
"351",1372,"12-15 years",0,0,32.706,0
"352",1374,"12-15 years",0,0,33.498,0
"353",1376,"16+ years",0,0,30.653,1
"354",1379,"16+ years",0,0,34.04,0
"355",1381,"< 12 years",0,0,55.398,0
"356",1383,"< 12 years",0,0,51.707,0
"357",1385,"16+ years",0,0,33.207,0
"358",1386,"16+ years",0,0,8.758,0
"359",1388,"< 12 years",0,0,50.001,0
"360",1399,"16+ years",0,0,18.971,0
"361",1405,"16+ years",0,0,21.804,0
"362",1412,"16+ years",0,0,5.53,0
"363",1418,"< 12 years",0,0,42.341,0
"364",1425,"12-15 years",0,0,10.179,0
"365",1426,"12-15 years",0,0,0.972,0
"366",1434,"12-15 years",0,0,0.972,0
"367",1439,"< 12 years",0,0,14.565,0
"368",1470,"12-15 years",0,0,13.689,0
"369",1475,"12-15 years",0,0,7.368,0
"370",1477,"12-15 years",0,0,25.084,0
"371",1483,"12-15 years",0,0,22.242,0
"372",1486,"12-15 years",0,0,5.1525,1
"373",1489,"12-15 years",0,0,18.858,0
"374",1491,"< 12 years",0,0,7.5815,1
"375",1493,"16+ years",0,0,37.5005,1
"376",1495,"< 12 years",0,0,53.498,0
"377",1500,"12-15 years",0,0,6.407,0
"378",1506,"16+ years",0,0,3.811,0
"379",1509,"< 12 years",0,0,9.569,0
"380",1511,"16+ years",0,0,40.115,0
"381",1514,"12-15 years",0,0,34.582,0
"382",1519,"16+ years",0,0,7.546,0
"383",1520,"16+ years",0,0,7.546,0
"384",1522,"12-15 years",0,0,58.053,0
"385",1528,"12-15 years",0,0,11.272,0
"386",1534,"< 12 years",0,0,60.208,0
"387",1536,"< 12 years",0,0,22.001,0
"388",1539,"12-15 years",0,0,21.164,0
"389",1546,"16+ years",0,0,20,1
"390",1555,"12-15 years",0,0,4.252,1
"391",1589,"12-15 years",0,0,11.1675,1
"392",1596,"16+ years",0,0,10.2065,1
"393",1599,"16+ years",0,0,50.385,0
"394",1603,"< 12 years",0,1,5.848,0
"395",1609,"16+ years",0,0,1.6125,1
"396",1611,"< 12 years",0,0,35.381,0
"397",1624,"12-15 years",0,0,6.795,0
"398",1632,"16+ years",0,0,2.012,0
"399",1634,"12-15 years",0,0,4.082,1
"400",1648,"12-15 years",0,0,1.807,0
"401",1657,"12-15 years",0,0,4.739,1
"402",1661,"16+ years",0,0,5.09,0
"403",1668,"< 12 years",0,0,6.754,1
"404",1670,"< 12 years",0,0,32.769,0
"405",1685,"12-15 years",0,0,25.774,0
"406",1690,"12-15 years",0,0,5.966,0
"407",1693,"16+ years",0,0,7.966,1
"408",1695,"< 12 years",0,0,52.611,0
"409",1697,"16+ years",0,0,54.166,0
"410",1701,"12-15 years",0,0,22.765,0
"411",1704,"< 12 years",0,0,5.0025,1
"412",1707,"12-15 years",0,0,29.229,0
"413",1709,"< 12 years",0,0,49.125,0
"414",1713,"12-15 years",0,0,39.488,0
"415",1715,"< 12 years",0,0,45.087,0
"416",1717,"12-15 years",0,0,4.6925,1
"417",1720,"16+ years",0,0,9.999,1
"418",1724,"< 12 years",0,0,2.3355,1
"419",1726,"12-15 years",0,0,11.88,0
"420",1736,"12-15 years",0,0,8.654,0
"421",1745,"< 12 years",0,0,2.042,0
"422",1749,"12-15 years",0,0,20.066,0
"423",1754,"12-15 years",0,0,10.36,0
"424",1758,"16+ years",0,0,24.8325,1
"425",1760,"12-15 years",0,0,27.47,1
"426",1769,"12-15 years",0,0,14.743,0
"427",1778,"12-15 years",0,0,7.198,0
"428",1781,"< 12 years",0,0,12.999,0
"429",1783,"< 12 years",0,0,45.235,0
"430",1787,"16+ years",0,0,13.58,1
"431",1789,"12-15 years",0,0,21.706,0
"432",1791,"< 12 years",0,0,37.582,0
"433",1795,"12-15 years",0,0,4.9145,1
"434",1798,"12-15 years",0,0,14.196,0
"435",1805,"12-15 years",0,0,2.6095,1
"436",1813,"12-15 years",0,0,20.419,1
"437",1814,"< 12 years",0,0,0.381,0
"438",1817,"< 12 years",0,0,61.771,0
"439",1820,"16+ years",0,0,42.847,0
"440",1826,"12-15 years",0,0,23.565,0
"441",1835,"12-15 years",0,0,42.01,0
"442",1837,"< 12 years",0,0,46.138,0
"443",1841,"12-15 years",0,0,21.44,0
"444",1843,"12-15 years",0,0,17.002,1
"445",1846,"< 12 years",0,0,53.405,0
"446",1852,"12-15 years",0,0,9.166,1
"447",1853,"12-15 years",0,0,10.831,0
"448",1861,"16+ years",0,0,5.038,0
"449",1867,"< 12 years",0,0,10.182,0
"450",1868,"< 12 years",0,0,23.348,0
"451",1870,"12-15 years",0,0,10.1655,1
"452",1872,"< 12 years",0,0,35.001,0
"453",1877,"12-15 years",0,0,0.561,0
"454",1879,"12-15 years",0,0,43.08,0
"455",1881,"12-15 years",0,0,12.241,0
"456",1883,"16+ years",0,0,3.874,0
"457",1887,"< 12 years",0,0,6.023,0
"458",1890,"12-15 years",0,0,0.912,1
"459",1895,"12-15 years",0,0,0.767,0
"460",1902,"12-15 years",0,0,8.75,1
"461",1921,"< 12 years",0,0,4.331,0
"462",1924,"< 12 years",0,0,13.999,0
"463",1934,"12-15 years",0,0,15.559,0
"464",1943,"12-15 years",0,0,17.331,0
"465",1945,"12-15 years",0,0,15.559,0
"466",1948,"12-15 years",0,0,6.5815,1
"467",1955,"< 12 years",0,0,6.086,1
"468",1964,"< 12 years",0,0,4.419,1
"469",1969,"12-15 years",0,0,5.914,1
"470",1976,"< 12 years",0,0,36.356,0
"471",1981,"12-15 years",0,0,0.608,1
"472",1985,"< 12 years",0,0,24.999,0
"473",1987,"< 12 years",0,0,6.2505,1
"474",1994,"12-15 years",0,0,16.726,0
"475",1996,"12-15 years",0,0,11.833,0
"476",1999,"12-15 years",0,0,29.823,0
"477",2001,"12-15 years",0,0,5.9195,1
"478",2005,"< 12 years",0,1,9.662,0
"479",2031,"12-15 years",0,0,40.597,0
"480",2034,"12-15 years",0,0,40.597,0
"481",2036,"12-15 years",0,0,0.9745,1
"482",2042,"< 12 years",0,0,7.313,1
"483",2049,"< 12 years",0,0,3.526,0
"484",2051,"< 12 years",0,0,29.999,0
"485",2064,"16+ years",0,0,11.584,0
"486",2067,"< 12 years",0,0,18.998,0
"487",2069,"< 12 years",0,0,31.017,0
"488",2073,"< 12 years",0,0,24.4035,1
"489",2075,"< 12 years",0,0,55.915,0
"490",2078,"< 12 years",0,0,55.915,0
"491",2081,"16+ years",0,0,7.406,1
"492",2083,"12-15 years",0,0,1.9985,1
"493",2085,"12-15 years",0,0,18.374,0
"494",2091,"12-15 years",0,0,28.501,0
"495",2093,"16+ years",0,0,21.829,0
"496",2095,"16+ years",0,0,24,0
"497",2098,"16+ years",0,0,24,0
"498",2101,"12-15 years",0,0,38.215,0
"499",2107,"< 12 years",0,0,18.3765,1
"500",2117,"< 12 years",0,0,19.347,1
"501",2119,"12-15 years",0,0,21.591,1
"502",2122,"16+ years",0,0,21.591,1
"503",2126,"12-15 years",0,0,32.033,0
"504",2128,"16+ years",0,0,27.42,0
"505",2132,"16+ years",0,0,46.36,0
"506",2136,"12-15 years",0,0,3.918,1
"507",2139,"12-15 years",0,0,5.251,1
"508",2141,"12-15 years",0,0,1.793,0
"509",2148,"12-15 years",0,0,24.025,0
"510",2149,"12-15 years",0,0,24.025,0
"511",2151,"16+ years",0,0,25.555,0
"512",2154,"16+ years",0,0,21.591,0
"513",2157,"12-15 years",0,0,23.639,0
"514",2163,"16+ years",0,0,32.394,0
"515",2167,"16+ years",0,0,1.114,0
"516",2175,"12-15 years",0,0,34.001,0
"517",2177,"< 12 years",1,0,30.094,0
"518",2179,"< 12 years",1,0,45.944,0
"519",2181,"< 12 years",0,0,24.794,1
"520",2183,"12-15 years",0,0,39.959,0
"521",2186,"12-15 years",0,0,38.702,0
"522",2190,"< 12 years",0,0,5.812,0
"523",2192,"< 12 years",0,0,5.3335,1
"524",2195,"16+ years",0,0,57.919,0
"525",2198,"12-15 years",0,0,3.003,0
"526",2200,"< 12 years",1,0,15.5465,1
"527",2203,"< 12 years",1,0,11.671,0
"528",2208,"12-15 years",0,0,13.498,0
"529",2211,"< 12 years",0,0,6.483,1
"530",2215,"< 12 years",0,0,0.991,0
"531",2223,"16+ years",0,0,13.807,0
"532",2225,"< 12 years",0,0,18.01,0
"533",2227,"< 12 years",0,1,15.707,0
"534",2235,"12-15 years",0,0,28.252,0
"535",2239,"< 12 years",0,0,1.714,0
"536",2246,"12-15 years",0,0,1.328,1
"537",2256,"12-15 years",0,0,10.2505,1
"538",2259,"12-15 years",0,0,18.122,1
"539",2260,"< 12 years",0,0,3.548,0
"540",2262,"12-15 years",0,0,12.723,0
"541",2266,"< 12 years",0,0,13.1005,1
"542",2271,"12-15 years",0,0,3.548,0
"543",2274,"16+ years",0,0,31.5945,1
"544",2279,"< 12 years",0,0,8.063,0
"545",2295,"12-15 years",0,0,25.7495,1
"546",2298,"16+ years",0,0,30.251,0
"547",2317,"< 12 years",0,0,44.131,0
"548",2321,"< 12 years",0,0,6.869,1
"549",2322,"12-15 years",0,0,7.2715,1
"550",2324,"< 12 years",1,0,22.7995,1
"551",2328,"12-15 years",1,0,8.9145,1
"552",2348,"12-15 years",1,0,23.488,0
"553",2350,"< 12 years",0,0,30.166,0
"554",2352,"12-15 years",0,0,11.001,1
"555",2358,"12-15 years",0,0,31.0005,1
"556",2361,"16+ years",0,0,14.842,0
"557",2367,"16+ years",0,0,8.11,0
"558",2370,"< 12 years",1,0,50.919,0
"559",2375,"16+ years",1,0,9.719,0
"560",2377,"< 12 years",1,0,22.4995,1
"561",2379,"< 12 years",0,0,23.7505,1
"562",2382,"< 12 years",0,0,38.33,0
"563",2384,"< 12 years",0,0,31.373,0
"564",2389,"12-15 years",0,0,6.048,0
"565",2398,"16+ years",0,0,3.0005,1
"566",2401,"16+ years",0,0,4.9885,1
"567",2405,"16+ years",0,0,1.93,1
"568",2407,"12-15 years",0,0,20.167,1
"569",2410,"12-15 years",0,0,20.3315,1
"570",2415,"< 12 years",0,0,5.993,0
"571",2428,"12-15 years",0,0,2.0805,1
"572",2432,"12-15 years",0,0,15.116,0
"573",2434,"16+ years",0,0,20.381,0
"574",2437,"12-15 years",0,0,21.832,0
"575",2439,"12-15 years",0,0,46.806,0
"576",2440,"16+ years",0,0,8.843,0
"577",2446,"12-15 years",0,0,11.444,0
"578",2453,"12-15 years",0,0,6.738,1
"579",2455,"16+ years",0,0,3.838,0
"580",2458,"12-15 years",0,0,30.185,0
"581",2462,"< 12 years",0,0,3.42,1
"582",2473,"< 12 years",0,0,23.422,0
"583",2482,"12-15 years",0,0,36.474,0
"584",2485,"12-15 years",0,0,36.474,0
"585",2487,"12-15 years",0,0,42.924,0
"586",2490,"12-15 years",0,0,42.924,0
"587",2502,"12-15 years",0,0,30.913,0
"588",2504,"16+ years",0,0,32.986,0
"589",2508,"16+ years",0,0,5.752,0
"590",2515,"< 12 years",0,0,0.548,0
"591",2518,"16+ years",0,0,22.664,0
"592",2520,"12-15 years",0,0,38.595,0
"593",2523,"12-15 years",0,0,38.587,0
"594",2528,"12-15 years",0,0,18.404,0
"595",2546,"12-15 years",0,0,16.504,0
"596",2548,"12-15 years",0,0,42.834,0
"597",2556,"< 12 years",0,0,4.838,0
"598",2558,"12-15 years",0,0,11.332,1
"599",2563,"16+ years",0,0,4.838,0
"600",2566,"16+ years",0,0,45.626,0
"601",2568,"16+ years",0,0,32.83,0
"602",2572,"12-15 years",0,0,12.172,0
"603",2578,"12-15 years",0,0,13.194,0
"604",2581,"12-15 years",0,0,12.172,0
"605",2587,"12-15 years",0,0,11.047,0
"606",2589,"< 12 years",0,0,46.333,0
"607",2592,"< 12 years",0,0,45.749,0
"608",2594,"12-15 years",0,0,35.584,0
"609",2597,"12-15 years",0,0,28.999,0
"610",2598,"12-15 years",0,0,23.702,0
"611",2602,"< 12 years",1,0,50.084,0
"612",2604,"< 12 years",1,0,6.001,0
"613",2610,"12-15 years",1,0,4,0
"614",2612,"12-15 years",0,0,15.7385,1
"615",2616,"12-15 years",0,0,5.266,1
"616",2619,"< 12 years",0,0,49.588,0
"617",2621,"12-15 years",0,0,12.419,1
"618",2624,"16+ years",0,0,3.001,1
"619",2628,"16+ years",0,0,22.667,0
"620",2630,"16+ years",0,0,25.027,0
