X,time,strike,married,children,position,satisfaction,wage
189,0,1,0,0,0,18,417
190,0,1,0,0,0,5,443
191,0,1,0,0,0,30,467
192,0,1,0,0,0,39,186
193,0,1,0,0,0,30,361
194,0,1,0,0,0,27,318
195,0,1,0,0,0,27,507
196,0,1,0,0,0,20,293
197,0,1,0,0,0,17,532
198,0,1,0,0,0,8,417
199,0,1,0,0,1,14,465
200,0,1,0,0,0,25,505
201,0,1,0,0,0,11,334
202,0,1,0,0,0,38,470
203,0,1,0,0,1,23,557
204,0,1,0,0,0,27,458
205,0,1,0,0,0,4,474
206,0,1,0,0,0,27,554
207,0,1,0,0,0,22,227
208,0,1,0,0,1,30,513
209,0,1,0,0,0,28,418
210,0,1,0,0,0,35,422
211,0,1,0,0,0,28,247
212,0,1,0,0,0,35,603
213,0,1,0,0,0,25,359
214,0,1,0,0,0,18,313
215,0,1,0,0,0,32,563
216,0,1,0,0,0,28,386
217,0,1,0,0,0,2,241
218,0,1,0,0,0,5,300
219,0,1,0,0,0,25,466
220,0,1,0,0,0,34,500
221,0,1,0,0,0,25,438
222,0,1,0,0,0,9,403
223,0,1,0,0,0,15,344
224,0,1,0,0,0,27,501
225,0,1,0,0,1,14,424
226,0,1,0,0,0,37,345
227,0,1,0,0,0,27,306
228,0,1,0,0,0,15,558
229,0,1,0,0,0,39,534
230,0,1,0,0,0,17,351
231,0,1,0,0,0,27,367
232,0,1,0,0,0,6,429
233,0,1,0,0,0,16,315
234,0,1,0,0,0,13,419
235,0,1,0,0,0,14,301
236,0,1,0,0,0,8,438
237,0,1,0,0,0,36,210
238,0,1,0,0,0,9,289
239,0,1,0,0,0,17,350
240,0,1,0,0,0,21,397
241,0,1,0,0,1,34,487
242,0,1,0,0,0,40,304
243,0,1,0,0,0,24,373
244,0,1,0,0,0,20,588
245,0,1,0,0,0,32,467
246,0,1,0,0,0,25,426
247,0,1,0,0,0,21,322
248,0,1,0,0,0,15,325
249,0,1,0,0,0,19,291
250,0,1,0,0,0,5,325
251,0,1,0,0,0,17,545
252,0,1,0,0,0,23,544
253,0,1,0,0,0,14,393
254,0,1,0,0,0,19,518
255,0,1,0,0,0,28,373
256,0,1,0,0,0,29,460
257,0,1,0,0,1,19,194
258,0,1,0,0,0,9,276
259,0,1,0,0,0,22,559
260,0,1,0,0,0,2,385
261,0,1,0,0,0,18,393
262,0,1,0,0,0,19,302
263,0,1,0,0,0,12,388
264,0,1,0,0,0,12,505
265,0,1,0,0,0,7,653
266,0,1,0,0,0,39,464
267,0,1,0,0,0,27,582
268,0,1,0,0,0,4,425
269,0,1,0,0,0,39,415
270,0,1,0,0,0,18,436
271,0,1,0,0,0,33,532
272,0,1,0,0,0,13,576
273,0,1,0,0,0,11,285
274,0,1,0,0,1,15,394
275,0,1,0,0,0,17,563
276,0,1,0,0,0,28,297
277,0,1,0,0,0,39,318
278,0,1,0,0,0,31,403
279,0,1,0,0,0,32,484
280,0,1,0,0,0,32,295
281,0,1,0,0,0,30,404
282,0,1,0,0,0,26,406
283,0,1,0,0,1,38,278
284,0,1,0,0,1,13,552
285,0,1,0,0,0,19,267
286,0,1,0,0,1,31,324
287,0,1,0,0,0,21,540
288,0,1,0,0,0,21,423
289,0,1,0,0,0,28,361
290,0,1,0,0,0,40,380
291,0,1,0,0,0,23,553
292,0,1,0,0,0,13,493
293,0,1,0,0,0,22,424
294,0,1,0,0,0,34,684
295,0,1,0,0,0,18,467
296,0,1,0,0,0,29,368
297,0,1,0,0,0,33,553
298,0,1,0,0,0,1,191
299,0,1,0,0,0,32,178
300,0,1,0,0,0,34,341
301,0,1,0,0,0,6,474
302,0,1,0,0,0,20,527
303,0,1,0,0,0,15,488
304,0,1,0,0,0,13,288
305,0,1,0,0,0,38,184
306,0,1,0,0,1,4,511
307,0,1,0,0,0,23,550
308,0,1,0,0,0,12,534
309,0,1,0,0,0,24,512
310,0,1,0,0,0,10,431
311,0,1,0,0,0,15,312
312,0,1,0,0,0,30,493
313,0,1,0,0,0,8,399
314,0,1,0,0,0,37,292
315,0,1,0,0,0,18,524
316,0,1,0,0,1,29,422
317,0,1,0,0,1,36,478
318,0,1,0,0,0,33,251
319,0,1,0,0,0,21,561
320,0,1,0,0,0,11,465
321,0,1,0,0,0,28,525
322,0,1,0,0,1,40,540
323,0,1,0,0,1,37,395
324,0,1,0,0,0,12,238
325,0,1,0,0,0,15,493
326,0,1,0,0,0,8,516
327,0,1,0,0,0,22,498
328,0,1,0,0,0,29,253
329,0,1,0,0,0,17,426
330,0,1,0,0,0,7,613
331,0,1,0,0,0,10,315
332,0,1,0,0,0,32,639
333,0,1,0,0,0,18,334
334,0,1,0,0,1,22,460
335,0,1,0,0,0,39,420
336,0,1,0,0,1,39,293
337,0,1,0,0,0,40,535
338,0,1,0,0,0,1,498
339,0,1,0,0,0,32,398
340,0,1,0,0,1,10,529
341,0,1,0,0,1,17,212
342,0,1,0,0,0,23,364
343,0,1,0,0,0,14,466
344,0,1,0,0,0,24,379
345,0,1,0,0,0,28,185
346,0,1,0,0,0,32,469
347,0,1,0,0,0,39,392
348,0,1,0,0,0,22,561
349,0,1,0,0,0,24,369
350,0,1,0,0,0,29,393
351,0,1,0,0,0,38,429
352,0,1,0,0,0,24,423
353,0,1,0,0,1,16,461
354,0,1,0,0,0,15,505
355,0,1,0,0,0,7,509
356,0,1,0,0,0,38,305
357,0,1,0,0,0,33,572
358,0,1,0,0,0,26,448
359,0,1,0,0,0,22,420
360,0,1,0,0,0,36,628
361,0,1,0,0,0,28,505
362,0,1,0,0,0,21,282
363,0,1,0,0,0,19,451
364,0,1,0,0,1,12,422
365,0,1,0,0,1,34,291
366,0,1,0,0,0,34,358
367,0,1,0,0,1,23,464
368,0,1,0,0,0,32,379
369,0,1,0,0,0,17,424
370,0,1,0,0,0,40,472
371,0,1,0,0,0,16,392
372,0,1,0,0,0,26,564
373,0,1,0,0,0,25,369
374,0,1,0,0,0,27,259
375,0,1,0,0,1,30,274
376,0,1,0,0,0,19,560
377,0,1,0,0,1,4,674
378,0,1,0,0,0,13,404
379,0,1,0,0,0,3,319
380,0,1,0,0,0,36,442
381,0,1,0,0,1,38,360
382,0,1,0,0,0,12,481
383,0,1,0,0,0,13,363
384,0,1,0,0,0,37,266
385,0,1,0,0,0,37,428
386,0,1,0,0,0,14,563
387,0,1,0,0,0,9,609
388,0,1,0,0,0,2,460
389,0,1,0,0,0,20,496
390,0,1,0,0,1,35,470
391,0,1,0,0,0,6,423
392,0,1,0,0,0,13,616
393,0,1,0,0,1,22,342
394,0,1,0,0,0,15,377
395,0,1,0,0,0,36,245
396,0,1,0,0,0,36,488
397,0,1,0,0,0,17,495
398,0,1,0,0,0,30,448
399,0,1,0,0,0,38,207
400,0,1,0,0,1,29,660
401,0,1,0,0,0,29,376
402,0,1,0,0,0,28,297
403,0,1,0,0,0,29,318
404,0,1,0,0,1,10,182
405,0,1,0,0,0,12,469
406,0,1,0,0,0,24,346
407,0,1,0,0,0,3,399
408,0,1,0,0,0,15,338
409,0,1,0,0,0,15,260
410,0,1,0,0,0,4,570
411,0,1,0,0,0,20,541
412,0,1,0,0,0,40,440
413,0,1,0,0,0,40,313
414,0,1,0,0,0,25,358
415,0,1,0,0,0,10,540
416,0,1,0,0,0,13,399
417,0,1,0,0,0,18,473
418,0,1,0,0,0,31,503
419,0,1,0,0,0,29,393
420,0,1,0,0,0,11,397
421,0,1,0,0,0,21,285
422,0,1,0,0,0,16,511
423,0,1,0,0,0,31,403
424,0,1,0,0,0,12,464
425,0,1,0,0,0,22,403
426,0,1,0,0,0,20,433
427,0,1,0,0,0,26,562
428,0,1,0,0,0,25,589
429,0,1,0,0,1,31,553
430,0,1,0,0,1,39,607
431,0,1,0,0,1,37,424
432,0,1,0,0,0,9,273
433,0,1,0,0,0,31,276
434,0,1,0,0,1,21,357
435,0,1,0,0,1,39,238
436,0,1,0,0,1,17,488
437,0,1,0,0,1,6,240
438,0,1,0,0,0,27,336
439,0,1,0,0,0,22,484
440,0,1,0,0,0,18,554
441,0,1,0,0,0,22,305
442,0,1,0,0,0,36,452
443,0,1,0,0,0,33,431
444,0,1,0,0,0,4,488
445,0,1,0,0,0,18,366
446,0,1,0,0,0,28,265
447,0,1,0,0,0,16,512
448,0,1,0,0,1,27,313
449,0,1,0,0,1,30,410
450,0,1,0,0,0,30,638
451,0,1,0,0,0,5,403
452,0,1,0,0,0,21,329
453,0,1,0,0,0,25,396
454,0,1,0,0,0,18,620
455,0,1,0,0,0,20,230
456,0,1,0,0,0,35,260
457,0,1,0,0,0,27,336
458,0,1,0,0,0,18,463
459,0,1,0,0,0,21,285
460,0,1,0,0,0,11,420
461,0,1,0,0,0,28,264
462,0,1,0,0,0,39,643
463,0,1,0,0,1,23,490
464,0,1,0,0,0,13,359
465,0,1,0,0,0,25,608
466,0,1,0,0,0,36,172
467,0,1,0,0,0,16,390
468,0,1,0,0,0,27,625
469,0,1,0,0,0,2,260
470,0,1,0,0,0,20,418
471,0,1,0,0,0,27,411
472,0,1,0,0,0,25,190
473,0,1,0,0,1,8,475
474,0,1,0,0,0,17,574
475,0,1,0,0,0,20,399
476,0,1,0,0,1,35,570
477,0,1,0,0,0,36,274
478,0,1,0,0,1,35,524
479,0,1,0,0,0,14,467
480,0,1,0,0,0,29,587
481,0,1,0,0,0,21,283
482,0,1,0,0,0,21,425
483,0,1,0,0,0,33,326
484,0,1,0,0,0,17,357
485,0,1,0,0,0,33,533
486,0,1,0,0,0,17,388
487,0,1,0,0,0,33,425
488,0,1,0,0,0,8,327
489,0,1,0,0,0,15,296
490,0,1,0,0,0,37,441
491,0,1,0,0,1,5,542
492,0,1,0,0,1,37,295
493,0,1,0,0,0,11,506
494,0,1,0,0,0,26,536
495,0,1,0,0,1,26,465
496,0,1,0,0,0,30,337
497,0,1,0,0,0,16,507
498,0,1,0,0,1,37,472
499,0,1,0,0,0,37,473
500,0,1,0,0,0,2,427
501,0,1,0,0,0,26,448
502,0,1,0,0,0,8,477
503,0,1,0,0,0,4,480
504,0,1,0,0,0,5,393
505,0,1,0,0,0,19,459
506,0,1,0,0,1,18,434
507,0,1,0,0,0,30,552
508,0,1,0,0,0,24,245
509,0,1,0,0,0,20,192
510,0,1,0,0,0,25,303
511,0,1,0,0,0,15,529
512,0,1,0,0,0,5,225
513,0,1,0,0,0,12,320
514,0,1,0,0,0,7,394
515,0,1,0,0,1,28,469
516,0,1,0,0,1,28,548
517,0,1,0,0,0,35,462
518,0,1,0,0,0,20,568
519,0,1,0,0,0,13,325
520,0,1,0,0,0,37,322
521,0,1,0,0,0,15,385
522,0,1,0,0,1,32,400
523,0,1,0,0,0,4,428
524,0,1,0,0,0,21,446
525,0,1,0,0,0,27,454
526,0,1,0,0,0,22,363
527,0,1,0,0,0,38,570
528,0,1,0,0,0,7,287
529,0,1,0,0,0,35,270
530,0,1,0,0,0,36,390
531,0,1,0,0,0,14,586
532,0,1,0,0,1,25,270
533,0,1,0,0,0,27,326
534,0,1,0,0,0,9,684
535,0,1,0,0,0,16,249
536,0,1,0,0,0,35,483
537,0,1,0,0,0,12,370
538,0,1,0,0,0,13,494
539,0,1,0,0,0,22,412
540,0,1,0,0,0,28,407
541,0,1,0,0,0,21,476
542,0,1,0,0,1,12,597
543,0,1,0,0,1,21,586
544,0,1,0,0,0,33,531
545,0,1,0,0,0,31,335
546,0,1,0,0,0,31,542
547,0,1,0,0,1,26,292
548,0,1,0,0,0,27,511
549,0,1,0,0,0,18,373
550,0,1,0,0,0,21,604
551,0,1,0,0,0,30,210
552,0,1,0,0,0,36,325
553,0,1,0,0,0,27,385
554,0,1,0,0,0,32,294
555,0,1,0,0,0,20,455
556,0,1,0,0,0,2,519
557,0,1,0,0,0,21,401
558,0,1,0,0,0,40,389
559,0,1,0,0,0,18,339
560,0,1,0,0,1,9,394
561,0,1,0,1,0,25,340
562,0,1,0,1,0,15,589
563,0,1,0,1,1,26,480
564,0,1,0,1,0,34,302
565,0,1,0,1,0,19,535
566,0,1,0,1,0,27,394
567,0,1,0,1,0,36,471
568,0,1,0,1,1,39,470
569,0,1,0,1,0,35,524
570,0,1,0,1,0,32,657
571,0,1,0,1,0,16,360
572,0,1,0,1,0,2,559
573,0,1,0,1,1,28,525
574,0,1,0,1,1,7,403
575,0,1,0,1,0,30,543
576,0,1,0,1,0,27,437
577,0,1,0,1,0,4,264
578,0,1,0,1,0,13,339
579,0,1,0,1,0,19,294
580,0,1,0,1,0,34,554
581,0,1,0,1,1,17,490
582,0,1,0,1,1,30,398
583,0,1,0,1,0,28,550
584,0,1,0,1,0,38,270
585,0,1,0,1,0,32,279
586,0,1,0,1,0,10,192
587,0,1,0,1,1,35,430
588,0,1,0,1,0,5,469
589,0,1,0,1,0,34,542
590,0,1,0,1,0,6,470
591,0,1,0,1,0,22,483
592,0,1,0,1,0,13,593
593,0,1,0,1,0,25,392
594,0,1,0,1,0,19,246
595,0,1,0,1,1,9,442
596,0,1,0,1,0,27,389
597,0,1,0,1,0,19,431
598,0,1,0,1,0,17,395
599,0,1,0,1,0,22,556
600,0,1,1,0,0,3,386
601,0,1,1,0,0,11,540
602,0,1,1,0,0,31,399
603,0,1,1,0,0,7,506
604,0,1,1,0,1,21,519
605,0,1,1,0,0,30,425
606,0,1,1,0,0,9,466
607,0,1,1,0,0,29,541
608,0,1,1,0,0,26,423
609,0,1,1,0,1,36,509
610,0,1,1,0,0,31,404
611,0,1,1,0,0,21,333
612,0,1,1,0,0,33,228
613,0,1,1,0,0,19,423
614,0,1,1,0,0,14,628
615,0,1,1,0,0,39,547
616,0,1,1,0,0,32,329
617,0,1,1,0,1,38,482
618,0,1,1,0,0,24,231
619,0,1,1,0,0,24,536
620,0,1,1,0,0,5,360
621,0,1,1,0,0,14,575
622,0,1,1,0,0,17,551
623,0,1,1,0,0,25,664
624,0,1,1,0,0,15,316
625,0,1,1,0,0,30,510
626,0,1,1,0,0,18,571
627,0,1,1,0,0,17,434
628,0,1,1,0,0,40,215
629,0,1,1,0,0,12,451
630,0,1,1,0,0,5,611
631,0,1,1,0,1,33,567
632,0,1,1,0,0,20,343
633,0,1,1,0,0,16,477
634,0,1,1,0,0,3,521
635,0,1,1,0,1,17,562
636,0,1,1,0,0,19,337
637,0,1,1,0,1,28,334
638,0,1,1,0,0,16,493
639,0,1,1,0,0,2,406
640,0,1,1,0,0,21,366
641,0,1,1,0,0,19,649
642,0,1,1,0,0,16,500
643,0,1,1,0,0,39,433
644,0,1,1,0,0,34,410
645,0,1,1,0,0,33,344
646,0,1,1,0,0,8,432
647,0,1,1,0,0,35,313
648,0,1,1,0,1,40,662
649,0,1,1,0,0,23,266
650,0,1,1,0,0,18,544
651,0,1,1,0,0,22,758
652,0,1,1,0,0,7,556
653,0,1,1,0,0,18,477
654,0,1,1,0,0,18,496
655,0,1,1,0,0,37,350
656,0,1,1,0,0,18,467
657,0,1,1,0,0,37,483
658,0,1,1,0,1,7,591
659,0,1,1,0,0,14,501
660,0,1,1,0,0,11,428
661,0,1,1,0,0,12,491
662,0,1,1,0,1,9,526
663,0,1,1,0,0,19,262
664,0,1,1,0,0,6,271
665,0,1,1,0,0,21,356
666,0,1,1,0,0,37,190
667,0,1,1,0,1,21,496
668,0,1,1,0,0,24,246
669,0,1,1,0,0,24,277
670,0,1,1,0,0,15,317
671,0,1,1,0,0,31,275
672,0,1,1,0,1,21,388
673,0,1,1,0,0,34,330
674,0,1,1,0,0,27,472
675,0,1,1,0,0,9,521
676,0,1,1,0,0,35,230
677,0,1,1,0,0,22,582
678,0,1,1,0,1,19,392
679,0,1,1,0,0,5,473
680,0,1,1,0,1,36,526
681,0,1,1,0,0,19,497
682,0,1,1,0,1,33,609
683,0,1,1,0,0,20,454
684,0,1,1,0,0,23,582
685,0,1,1,0,0,15,328
686,0,1,1,0,0,18,603
687,0,1,1,0,0,19,367
688,0,1,1,0,0,33,523
689,0,1,1,1,0,6,587
690,0,1,1,1,0,22,148
691,0,1,1,1,0,24,307
692,0,1,1,1,0,31,441
693,0,1,1,1,0,11,73
694,0,1,1,1,0,22,528
695,0,1,1,1,0,24,499
696,0,1,1,1,0,29,393
697,0,1,1,1,0,23,525
698,0,1,1,1,0,1,433
699,0,1,1,1,0,10,284
700,0,1,1,1,0,25,439
701,0,1,1,1,0,15,670
702,0,1,1,1,0,24,500
703,0,1,1,1,0,11,580
704,0,1,1,1,0,18,583
705,0,1,1,1,1,34,212
706,0,1,1,1,0,15,433
707,0,1,1,1,1,31,395
708,0,1,1,1,0,30,303
709,0,1,1,1,0,26,395
710,0,1,1,1,0,21,563
711,0,1,1,1,0,33,292
712,0,1,1,1,0,22,366
713,0,1,1,1,0,17,292
714,0,1,1,1,0,38,634
715,0,1,1,1,0,24,178
716,0,1,1,1,0,17,458
717,0,1,1,1,0,29,372
718,0,1,1,1,0,17,622
719,0,1,1,1,0,10,503
720,0,1,1,1,0,2,598
721,0,1,1,1,0,6,493
722,0,1,1,1,0,2,241
723,0,1,1,1,0,37,151
724,0,1,1,1,0,36,295
725,0,1,1,1,0,39,341
726,0,1,1,1,0,14,399
727,0,1,1,1,0,11,298
728,0,1,1,1,0,30,510
729,0,1,1,1,0,4,361
730,0,1,1,1,1,24,410
731,0,1,1,1,0,24,421
732,0,1,1,1,0,8,305
733,0,1,1,1,0,2,611
734,0,1,1,1,0,15,348
735,0,1,1,1,0,11,204
736,0,1,1,1,0,14,377
737,0,1,1,1,0,32,558
738,0,1,1,1,0,19,437
739,0,1,1,1,0,23,326
740,0,1,1,1,0,20,403
741,0,1,1,1,0,40,545
742,0,1,1,1,0,2,471
743,0,1,1,1,0,26,478
744,0,1,1,1,0,11,278
745,0,1,1,1,0,14,305
746,0,1,1,1,0,18,419
747,0,1,1,1,0,27,425
748,0,1,1,1,0,26,375
749,0,1,1,1,0,32,602
750,0,1,1,1,0,3,423
751,0,1,1,1,0,2,423
752,0,1,1,1,0,22,288
753,0,1,1,1,0,16,137
754,0,1,1,1,0,1,472
755,0,1,1,1,0,37,337
756,0,1,1,1,0,4,732
757,0,1,1,1,0,26,375
758,0,1,1,1,0,12,424
759,0,1,1,1,0,26,415
760,0,1,1,1,0,34,661
761,0,1,1,1,0,22,589
762,0,1,1,1,0,9,479
763,0,1,1,1,0,14,541
764,0,1,1,1,1,10,121
765,0,1,1,1,0,14,399
766,0,1,1,1,1,20,458
767,0,1,1,1,0,25,219
768,0,1,1,1,0,2,413
769,0,1,1,1,0,2,306
770,0,1,1,1,0,22,448
771,0,1,1,1,0,34,636
772,0,1,1,1,0,19,475
773,0,1,1,1,0,35,353
774,0,1,1,1,0,11,547
775,0,1,1,1,0,13,506
776,0,1,1,1,0,14,559
777,0,1,1,1,0,30,398
778,0,1,1,1,1,2,580
779,0,1,1,1,0,26,444
780,0,1,1,1,0,29,352
781,0,1,1,1,0,32,337
782,0,1,1,1,0,25,590
783,0,1,1,1,0,7,100
784,0,1,1,1,0,22,478
785,0,1,1,1,0,12,556
786,0,1,1,1,0,19,577
787,0,1,1,1,0,13,422
788,0,1,1,1,0,34,506
789,0,1,1,1,0,17,299
790,0,1,1,1,0,24,537
791,0,1,1,1,1,40,490
792,0,1,1,1,0,36,256
793,0,1,1,1,0,10,434
794,0,1,1,1,0,32,660
795,0,1,1,1,0,11,371
796,0,1,1,1,0,18,498
797,0,1,1,1,0,14,208
798,0,1,1,1,0,5,647
799,0,1,1,1,0,16,330
800,0,1,1,1,0,5,360
801,0,1,1,1,0,30,525
802,0,1,1,1,1,5,563
803,0,1,1,1,0,24,478
804,0,1,1,1,0,31,347
805,0,1,1,1,0,14,390
806,0,1,1,1,0,23,349
807,0,1,1,1,0,23,191
808,0,1,1,1,1,12,466
809,0,1,1,1,1,2,616
810,0,1,1,1,0,25,132
811,0,1,1,1,0,19,638
812,0,1,1,1,0,22,467
813,0,1,1,1,0,11,350
814,0,1,1,1,0,22,398
815,0,1,1,1,0,30,548
816,0,1,1,1,0,33,567
817,0,1,1,1,0,8,536
818,0,1,1,1,0,5,303
819,0,1,1,1,0,10,226
820,0,1,1,1,0,7,414
821,0,1,1,1,0,22,479
822,0,1,1,1,0,37,267
823,0,1,1,1,1,17,396
824,0,1,1,1,0,23,319
825,0,1,1,1,0,18,493
826,0,1,1,1,0,13,312
827,0,1,1,1,0,10,598
828,0,1,1,1,1,40,426
829,0,1,1,1,0,20,263
830,0,1,1,1,0,14,662
831,0,1,1,1,1,4,566
832,0,1,1,1,0,4,423
833,0,1,1,1,0,11,530
834,0,1,1,1,0,26,254
835,0,1,1,1,0,35,435
836,0,1,1,1,0,26,474
837,0,1,1,1,1,11,576
838,0,1,1,1,0,22,224
839,0,1,1,1,0,38,470
840,0,1,1,1,0,10,393
841,0,1,1,1,0,3,457
842,0,1,1,1,0,12,466
843,0,1,1,1,0,40,456
844,0,1,1,1,0,33,628
845,0,1,1,1,0,31,488
846,0,1,1,1,0,19,449
847,0,1,1,1,0,37,604
848,0,1,1,1,0,7,377
849,0,1,1,1,0,18,251
850,0,1,1,1,0,34,791
851,0,1,1,1,0,27,233
852,0,1,1,1,0,25,390
853,0,1,1,1,0,12,377
854,0,1,1,1,0,34,467
855,0,1,1,1,0,17,595
856,0,1,1,1,0,32,500
857,0,1,1,1,0,29,367
858,0,1,1,1,1,30,413
859,0,1,1,1,1,38,498
860,0,1,1,1,0,10,407
861,0,1,1,1,0,22,588
862,0,1,1,1,0,23,341
863,0,1,1,1,0,23,461
864,0,1,1,1,0,5,317
865,0,1,1,1,0,33,514
866,0,1,1,1,0,2,424
867,0,1,1,1,0,15,503
868,0,1,1,1,0,27,352
869,0,1,1,1,0,29,150
870,0,1,1,1,0,16,404
871,0,1,1,1,0,33,543
872,0,1,1,1,0,26,420
873,0,1,1,1,0,17,288
874,0,1,1,1,1,31,622
875,0,1,1,1,0,19,366
876,0,1,1,1,1,36,659
877,0,1,1,1,0,9,330
878,0,1,1,1,0,29,613
879,0,1,1,1,0,8,394
880,0,1,1,1,0,5,307
881,0,1,1,1,0,20,530
882,0,1,1,1,0,30,575
883,0,1,1,1,1,21,619
884,0,1,1,1,0,9,601
